,date,close,high,low,open,ticker,vol
29,2003-02-13,1.8827461082,1.9176117769,1.8565968566,1.8914625254,SAN,26095205
30,2003-02-14,1.9524774458,1.9786266972,1.8827461082,1.8914625254,SAN,19964144
31,2003-02-17,2.0134923659,2.0483580345,1.9960595316,1.9960595316,SAN,16947723
32,2003-02-18,2.0483580345,2.0483580345,1.9873431142,2.0309252002,SAN,96487730
33,2003-02-19,1.9873431142,2.0483580345,1.9873431142,2.0483580345,SAN,17686781
34,2003-02-20,1.9524774458,2.0309252002,1.9437610284,1.9960595316,SAN,23050632
35,2003-02-21,1.96991028,1.9786266972,1.9437610284,1.9524774458,SAN,18326321
36,2003-02-24,1.9350446112,1.9960595316,1.9350446112,1.9960595316,SAN,18367824
37,2003-02-25,1.8565968566,1.9176117769,1.8565968566,1.9176117769,SAN,26670428
38,2003-02-26,1.8740296909,1.9176117769,1.8391640224,1.9088953597,SAN,22643151
39,2003-02-27,1.9524774458,1.9524774458,1.8391640224,1.8914625254,SAN,27876176
40,2003-02-28,2.0134923659,2.0309252002,1.9176117769,1.9524774458,SAN,26849630
41,2003-03-03,1.9960595316,2.0483580345,1.9960595316,2.0483580345,SAN,27226580
42,2003-03-04,1.9524774458,1.9611938627,1.9176117769,1.9611938627,SAN,25254244
43,2003-03-05,1.9524774458,1.9524774458,1.9088953597,1.9263281941,SAN,21467582
44,2003-03-06,1.9176117769,1.9524774458,1.8914625254,1.9524774458,SAN,47692726
45,2003-03-07,1.8478804395,1.8914625254,1.8391640224,1.8914625254,SAN,52910467
46,2003-03-10,1.7432834333000002,1.8740296909,1.7432834333000002,1.8740296909,SAN,22086378
47,2003-03-11,1.7432834333000002,1.7781491021,1.7432834333000002,1.7607162677,SAN,27546576
48,2003-03-12,1.6997013475999998,1.7607162677,1.6997013475999998,1.7432834333000002,SAN,37779518
49,2003-03-13,1.7694326851,1.7694326851,1.6997013475999998,1.717134182,SAN,34701490
50,2003-03-14,1.9524774458,1.9611938627,1.8042983537,1.821731188,SAN,45842783
51,2003-03-17,2.0396416173,2.0483580345,1.8827461082,1.8914625254,SAN,37589005
52,2003-03-18,2.0483580345,2.0919401204,2.0134923659,2.0483580345,SAN,57410553
53,2003-03-19,2.0745072861,2.1006565376,2.0483580345,2.0483580345,SAN,30434323
54,2003-03-20,2.0483580345,2.0745072861,1.9873431142,2.0657908688,SAN,34081125
55,2003-03-21,2.1616714577,2.1616714577,2.0570744517,2.0657908688,SAN,47457692
56,2003-03-24,2.0483580345,2.1006565376,2.0483580345,2.0745072861,SAN,25805406
57,2003-03-25,2.0745072861,2.0832237032,1.9873431142,2.0483580345,SAN,34473846
58,2003-03-26,2.0745072861,2.1442386234,2.0657908688,2.0832237032,SAN,28605583
59,2003-03-27,2.0483580345,2.0745072861,2.0483580345,2.0483580345,SAN,17854279
60,2003-03-28,2.0483580345,2.0657908688,1.9960595316,2.0483580345,SAN,20326038
61,2003-03-31,1.9524774458,1.9960595316,1.9524774458,1.9873431142,SAN,27447244
62,2003-04-01,2.0309252002,2.0483580345,1.9873431142,1.9960595316,SAN,22808077
63,2003-04-02,2.0832237032,2.1006565376,2.0483580345,2.0483580345,SAN,32488964
64,2003-04-03,2.1616714577,2.1703878749000003,2.0832237032,2.1006565376,SAN,44565419
65,2003-04-04,2.2488356293,2.2401192123,2.0832237032,2.1616714577,SAN,45360538
66,2003-04-07,2.3098505495,2.3359998009000003,2.3098505495,2.3185669667,SAN,39716823
67,2003-04-08,2.3098505495,2.3185669667,2.2575520466,2.2662684638,SAN,34211902
68,2003-04-09,2.3098505495,2.3272833841,2.1965371263,2.2575520466,SAN,44216805
69,2003-04-10,2.2662684638,2.3098505495,2.2401192123,2.2488356293,SAN,33069040
70,2003-04-11,2.3098505495,2.3098505495,2.2488356293,2.3098505495,SAN,27134430
71,2003-04-14,2.3098505495,2.3098505495,2.222686378,2.2488356293,SAN,23211619
72,2003-04-15,2.3185669667,2.3185669667,2.3098505495,2.3098505495,SAN,22881805
73,2003-04-16,2.3185669667,2.3272833841,2.3098505495,2.3272833841,SAN,25644651
74,2003-04-17,2.3359998009000003,2.3359998009000003,2.3098505495,2.3098505495,SAN,17370744
75,2003-04-22,2.3534326355,2.3447162184,2.3185669667,2.3272833841,SAN,22777313
76,2003-04-23,2.3447162184,2.4493132242,2.3359998009000003,2.3970147214,SAN,30970335
77,2003-04-24,2.3272833841,2.3795818871,2.3272833841,2.3359998009000003,SAN,80814723
78,2003-04-25,2.3272833841,2.3447162184,2.3185669667,2.3272833841,SAN,18511213
79,2003-04-28,2.3534326355,2.3534326355,2.3098505495,2.3185669667,SAN,29119107
80,2003-04-29,2.3447162184,2.4580296416,2.3447162184,2.3795818871,SAN,39281650
81,2003-04-30,2.3447162184,2.3708654699,2.3272833841,2.3534326355,SAN,33889776
82,2003-05-02,2.3447162184,2.3795818871,2.3098505495,2.3447162184,SAN,67665454
83,2003-05-05,2.3621490526,2.4580296416,2.3534326355,2.3708654699,SAN,19294519
84,2003-05-06,2.3970147214,2.4493132242,2.3447162184,2.3621490526,SAN,32840462
85,2003-05-07,2.3272833841,2.4405968071,2.3185669667,2.3534326355,SAN,29200788
86,2003-05-08,2.222686378,2.3272833841,2.222686378,2.3272833841,SAN,35694244
87,2003-05-09,2.3098505495,2.3098505495,2.2052535435,2.2575520466,SAN,31399390
88,2003-05-12,2.3185669667,2.3185669667,2.2401192123,2.3185669667,SAN,23052065
89,2003-05-13,2.3098505495,2.3272833841,2.3098505495,2.3185669667,SAN,23768242
90,2003-05-14,2.3098505495,2.3185669667,2.2575520466,2.3098505495,SAN,26276611
91,2003-05-15,2.3185669667,2.3185669667,2.2401192123,2.3098505495,SAN,18097487
92,2003-05-16,2.3272833841,2.3272833841,2.3098505495,2.3098505495,SAN,21038666
93,2003-05-19,2.222686378,2.3185669667,2.222686378,2.3098505495,SAN,20880638
94,2003-05-20,2.222686378,2.2662684638,2.1703878749000003,2.2401192123,SAN,25186480
95,2003-05-21,2.1616714577,2.2314027951,2.1093729547,2.222686378,SAN,26664354
96,2003-05-22,2.222686378,2.222686378,2.1616714577,2.1703878749000003,SAN,19728778
97,2003-05-23,2.2401192123,2.2662684638,2.1791042922,2.2401192123,SAN,19968206
98,2003-05-26,2.2662684638,2.3098505495,2.2401192123,2.3011341326,SAN,9947429
99,2003-05-27,2.2401192123,2.2662684638,2.1703878749000003,2.2575520466,SAN,21702067
100,2003-05-28,2.3098505495,2.3098505495,2.3098505495,2.3098505495,SAN,28284454
101,2003-05-29,2.3185669667,2.3185669667,2.3098505495,2.3098505495,SAN,21222964
102,2003-05-30,2.3272833841,2.3359998009000003,2.3098505495,2.3185669667,SAN,32479596
103,2003-06-02,2.3447162184,2.3534326355,2.3272833841,2.3272833841,SAN,30478641
104,2003-06-03,2.3447162184,2.3447162184,2.3185669667,2.3272833841,SAN,17987770
105,2003-06-04,2.3534326355,2.3795818871,2.3359998009000003,2.3447162184,SAN,23449556
106,2003-06-05,2.3359998009000003,2.3882983041,2.3272833841,2.3621490526,SAN,21727800
107,2003-06-06,2.4667460587,2.4667460587,2.3447162184,2.3447162184,SAN,30800862
108,2003-06-09,2.3970147214,2.4580296416,2.3534326355,2.3970147214,SAN,12946790
109,2003-06-10,2.4667460587,2.4667460587,2.3534326355,2.3621490526,SAN,27664178
110,2003-06-11,2.5451938131,2.5451938131,2.4580296416,2.4667460587,SAN,37806335
111,2003-06-12,2.632357985,2.6497908194,2.536477396,2.5451938131,SAN,35113947
112,2003-06-13,2.6410744021,2.6846564879000003,2.5800594818,2.632357985,SAN,31108680
113,2003-06-16,2.6846564879000003,2.6846564879000003,2.6062087334,2.6062087334,SAN,30029911
114,2003-06-17,2.7020893224,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,40854955
115,2003-06-18,2.6846564879000003,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,33962741
116,2003-06-19,2.6410744021,2.6846564879000003,2.6149251506,2.6846564879000003,SAN,45272425
117,2003-06-20,2.6846564879000003,2.6846564879000003,2.6062087334,2.6236415676,SAN,50618522
118,2003-06-23,2.6410744021,2.6846564879000003,2.6236415676,2.6846564879000003,SAN,24299965
119,2003-06-24,2.6062087334,2.6497908194,2.6062087334,2.6410744021,SAN,24188960
120,2003-06-25,2.6410744021,2.6410744021,2.6062087334,2.6149251506,SAN,32210973
121,2003-06-26,2.6410744021,2.6672236536,2.6062087334,2.6062087334,SAN,23643675
122,2003-06-27,2.6846564879000003,2.6846564879000003,2.6410744021,2.6672236536,SAN,18761797
123,2003-06-30,2.6062087334,2.6846564879000003,2.6062087334,2.6846564879000003,SAN,47039488
124,2003-07-01,2.5277609789,2.6410744021,2.5277609789,2.6410744021,SAN,33586653
125,2003-07-02,2.6149251506,2.6410744021,2.5800594818,2.5974923161000003,SAN,25514929
126,2003-07-03,2.632357985,2.6410744021,2.5800594818,2.6236415676,SAN,23087789
127,2003-07-04,2.6410744021,2.6410744021,2.6149251506,2.6149251506,SAN,10204449
128,2003-07-07,2.6846564879000003,2.6846564879000003,2.6410744021,2.6410744021,SAN,27537179
129,2003-07-08,2.7195221565,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,27255048
130,2003-07-09,2.6846564879000003,2.7195221565,2.6585072363,2.7195221565,SAN,28389618
131,2003-07-10,2.6497908194,2.6846564879000003,2.6410744021,2.6846564879000003,SAN,22049532
132,2003-07-11,2.7195221565,2.7195221565,2.632357985,2.6410744021,SAN,24912569
133,2003-07-14,2.7282385738,2.7282385738,2.6846564879000003,2.7195221565,SAN,27534344
134,2003-07-15,2.7195221565,2.7369549908,2.6846564879000003,2.7195221565,SAN,31014689
135,2003-07-16,2.6846564879000003,2.7369549908,2.6846564879000003,2.7282385738,SAN,31423144
136,2003-07-17,2.6846564879000003,2.6846564879000003,2.6672236536,2.6846564879000003,SAN,23910694
137,2003-07-18,2.6846564879000003,2.6846564879000003,2.6585072363,2.6846564879000003,SAN,29633368
138,2003-07-21,2.632357985,2.6846564879000003,2.6149251506,2.6846564879000003,SAN,18872049
139,2003-07-22,2.6410744021,2.6672236536,2.6236415676,2.6410744021,SAN,18082430
140,2003-07-23,2.632357985,2.6672236536,2.6149251506,2.6585072363,SAN,20174224
141,2003-07-24,2.6846564879000003,2.6846564879000003,2.6236415676,2.6410744021,SAN,22770753
142,2003-07-25,2.6585072363,2.6846564879000003,2.6410744021,2.6672236536,SAN,9380268
143,2003-07-28,2.7020893224,2.7020893224,2.6846564879000003,2.6846564879000003,SAN,17304826
144,2003-07-29,2.6846564879000003,2.7195221565,2.6410744021,2.6846564879000003,SAN,24060642
145,2003-07-30,2.6846564879000003,2.6846564879000003,2.6672236536,2.6672236536,SAN,23433978
146,2003-07-31,2.6846564879000003,2.6846564879000003,2.6672236536,2.6846564879000003,SAN,47278734
147,2003-08-01,2.6846564879000003,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,33266096
148,2003-08-04,2.6846564879000003,2.6846564879000003,2.6585072363,2.6846564879000003,SAN,23095135
149,2003-08-05,2.6846564879000003,2.6846564879000003,2.6585072363,2.6846564879000003,SAN,28892374
150,2003-08-06,2.632357985,2.6497908194,2.6062087334,2.6497908194,SAN,39894987
151,2003-08-07,2.6062087334,2.6410744021,2.5626266475,2.6410744021,SAN,26352480
152,2003-08-08,2.6236415676,2.6759400707,2.6149251506,2.6236415676,SAN,23561079
153,2003-08-11,2.6410744021,2.6497908194,2.6236415676,2.6410744021,SAN,12425240
154,2003-08-12,2.6846564879000003,2.6846564879000003,2.6410744021,2.6410744021,SAN,16824269
155,2003-08-13,2.6846564879000003,2.6846564879000003,2.6585072363,2.6846564879000003,SAN,18582147
156,2003-08-14,2.6846564879000003,2.6846564879000003,2.6759400707,2.6846564879000003,SAN,34289271
157,2003-08-18,2.6846564879000003,2.7195221565,2.6846564879000003,2.7195221565,SAN,23025317
158,2003-08-19,2.6846564879000003,2.7195221565,2.6846564879000003,2.7195221565,SAN,20380699
159,2003-08-20,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,15275413
160,2003-08-21,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,17780492
161,2003-08-22,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,11212212
162,2003-08-25,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,10396396
163,2003-08-26,2.6846564879000003,2.6846564879000003,2.6672236536,2.6846564879000003,SAN,15779255
164,2003-08-27,2.6846564879000003,2.6846564879000003,2.6759400707,2.6846564879000003,SAN,17944304
165,2003-08-28,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,19255823
166,2003-08-29,2.6846564879000003,2.6846564879000003,2.6672236536,2.6846564879000003,SAN,21679513
167,2003-09-01,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,15473567
168,2003-09-02,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,15052518
169,2003-09-03,2.6846564879000003,2.7020893224,2.6846564879000003,2.6846564879000003,SAN,33650885
170,2003-09-04,2.7020893224,2.7020893224,2.6846564879000003,2.6846564879000003,SAN,19657618
171,2003-09-05,2.6846564879000003,2.7020893224,2.6846564879000003,2.6846564879000003,SAN,16807468
172,2003-09-08,2.7195221565,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,19130225
173,2003-09-09,2.6846564879000003,2.7282385738,2.6846564879000003,2.7282385738,SAN,22663432
174,2003-09-10,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,27757733
175,2003-09-11,2.6846564879000003,2.6846564879000003,2.6672236536,2.6846564879000003,SAN,14792818
176,2003-09-12,2.6410744021,2.6846564879000003,2.6410744021,2.6846564879000003,SAN,27376552
177,2003-09-15,2.6846564879000003,2.6846564879000003,2.6410744021,2.6585072363,SAN,20708735
178,2003-09-16,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,15588857
179,2003-09-17,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,23634454
180,2003-09-18,2.7195221565,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,35509503
181,2003-09-19,2.6846564879000003,2.7195221565,2.6846564879000003,2.7195221565,SAN,39325723
182,2003-09-22,2.6410744021,2.6846564879000003,2.6410744021,2.6846564879000003,SAN,29309948
183,2003-09-23,2.6410744021,2.6672236536,2.6062087334,2.6585072363,SAN,30519422
184,2003-09-24,2.6062087334,2.6672236536,2.5974923161000003,2.6497908194,SAN,20990353
185,2003-09-25,2.6062087334,2.6062087334,2.5277609789,2.5626266475,SAN,33678232
186,2003-09-26,2.536477396,2.6062087334,2.5277609789,2.5626266475,SAN,22507693
187,2003-09-29,2.5103281445,2.5539102304,2.4754624758,2.5277609789,SAN,20481328
188,2003-09-30,2.484178893,2.5277609789,2.4667460587,2.5277609789,SAN,35212364
189,2003-10-01,2.5277609789,2.5277609789,2.4754624758,2.5190445618,SAN,27752861
190,2003-10-02,2.5277609789,2.5626266475,2.5103281445,2.5539102304,SAN,23536584
191,2003-10-03,2.6149251506,2.6149251506,2.5103281445,2.5103281445,SAN,31460406
192,2003-10-06,2.5974923161000003,2.6062087334,2.5626266475,2.5974923161000003,SAN,25505215
193,2003-10-07,2.5626266475,2.6062087334,2.536477396,2.6062087334,SAN,21946119
194,2003-10-08,2.6236415676,2.632357985,2.5451938131,2.5539102304,SAN,31401716
195,2003-10-09,2.6672236536,2.6672236536,2.6062087334,2.632357985,SAN,20970364
196,2003-10-10,2.6497908194,2.6846564879000003,2.6410744021,2.6585072363,SAN,20382264
197,2003-10-13,2.6846564879000003,2.6846564879000003,2.6585072363,2.6672236536,SAN,17908283
198,2003-10-14,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,15708584
199,2003-10-15,2.7020893224,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,33060630
200,2003-10-16,2.6846564879000003,2.7195221565,2.6846564879000003,2.7020893224,SAN,24390304
201,2003-10-17,2.6846564879000003,2.7195221565,2.6846564879000003,2.7020893224,SAN,23381510
202,2003-10-20,2.6846564879000003,2.6846564879000003,2.6846564879000003,2.6846564879000003,SAN,20759657
203,2003-10-21,2.6846564879000003,2.7195221565,2.6846564879000003,2.6846564879000003,SAN,15765574
204,2003-10-22,2.6672236536,2.6846564879000003,2.6672236536,2.6846564879000003,SAN,20662291
205,2003-10-23,2.6410744021,2.6585072363,2.6149251506,2.6410744021,SAN,22388885
206,2003-10-24,2.6585072363,2.6585072363,2.6236415676,2.6410744021,SAN,18647092
207,2003-10-27,2.6846564879000003,2.6846564879000003,2.6672236536,2.6672236536,SAN,18437885
208,2003-10-28,2.7020893224,2.7020893224,2.6846564879000003,2.6846564879000003,SAN,25845453
209,2003-10-29,2.7020893224,2.7195221565,2.6846564879000003,2.7195221565,SAN,14933583
210,2003-10-30,2.8154027453,2.8241191626,2.6846564879000003,2.6846564879000003,SAN,48981580
211,2003-10-31,2.8415519969,2.8589848313,2.7369549908,2.7456714083,SAN,46664417
212,2003-11-03,2.9199997515,2.9199997515,2.8589848313,2.8589848313,SAN,39108247
213,2003-11-04,2.9112833342,2.9199997515,2.8677012484,2.9025669172,SAN,32042365
214,2003-11-05,2.9199997515,2.9199997515,2.8677012484,2.9025669172,SAN,29353410
215,2003-11-06,2.9287161687,2.9374325859,2.8677012484,2.9025669172,SAN,34806923
216,2003-11-07,2.9374325859,2.9722982546,2.9287161687,2.9374325859,SAN,28115618
217,2003-11-10,2.9199997515,2.9374325859,2.9199997515,2.9287161687,SAN,20659200
218,2003-11-11,2.9199997515,2.9199997515,2.9025669172,2.9199997515,SAN,18537437
219,2003-11-12,2.9287161687,2.9287161687,2.9025669172,2.9199997515,SAN,25002836
220,2003-11-13,2.9374325859,2.9461490031,2.9287161687,2.9374325859,SAN,26584851
221,2003-11-14,2.9374325859,2.9374325859,2.9287161687,2.9374325859,SAN,21377221
222,2003-11-17,2.9025669172,2.9287161687,2.8938505,2.9199997515,SAN,24900487
223,2003-11-18,2.8938505,2.9199997515,2.8589848313,2.9199997515,SAN,26611740
224,2003-11-19,2.8938505,2.8938505,2.8241191626,2.8589848313,SAN,32142747
225,2003-11-20,2.9025669172,2.9112833342,2.8415519969,2.9025669172,SAN,33893884
226,2003-11-21,2.9199997515,2.9199997515,2.8677012484,2.9025669172,SAN,20090797
227,2003-11-24,2.9374325859,2.9461490031,2.9199997515,2.9199997515,SAN,27535854
228,2003-11-25,2.9635818375,2.9722982546,2.9374325859,2.9461490031,SAN,26200159
229,2003-11-26,2.9374325859,2.9722982546,2.9374325859,2.9374325859,SAN,21455215
230,2003-11-27,2.9548654204,2.9635818375,2.9374325859,2.9461490031,SAN,12818698
231,2003-11-28,2.9722982546,2.998447506,2.9374325859,2.9461490031,SAN,26951673
232,2003-12-01,3.1204773465,3.1379101808,3.0158803405000003,3.0158803405000003,SAN,32379477
233,2003-12-02,3.1117609293,3.1379101808,3.0594624262,3.1117609293,SAN,24071635
234,2003-12-03,3.1379101808,3.1379101808,3.0856116777,3.0856116777,SAN,23227413
235,2003-12-04,3.1117609293,3.1204773465,3.094328095,3.1204773465,SAN,22163927
236,2003-12-05,3.1117609293,3.1117609293,3.0856116777,3.1117609293,SAN,17163568
237,2003-12-09,3.1030445122000003,3.1204773465,3.0856116777,3.1117609293,SAN,26281367
238,2003-12-10,3.0420295919,3.094328095,3.0158803405000003,3.094328095,SAN,23539411
239,2003-12-11,3.1117609293,3.1117609293,3.0158803405000003,3.0681788435,SAN,24657696
240,2003-12-12,3.1117609293,3.1379101808,3.0856116777,3.1204773465,SAN,19693856
241,2003-12-15,3.1204773465,3.1466265981,3.1117609293,3.1466265981,SAN,28339278
242,2003-12-16,3.1117609293,3.1117609293,3.0681788435,3.1117609293,SAN,28335810
243,2003-12-17,3.1204773465,3.1204773465,3.0856116777,3.1030445122000003,SAN,28604994
244,2003-12-18,3.1379101808,3.1379101808,3.1030445122000003,3.1117609293,SAN,27025214
245,2003-12-19,3.1466265981,3.1466265981,3.1204773465,3.1379101808,SAN,40811701
246,2003-12-22,3.1466265981,3.1466265981,3.1379101808,3.1379101808,SAN,27224035
247,2003-12-23,3.1466265981,3.1466265981,3.1466265981,3.1466265981,SAN,20733833
248,2003-12-29,3.1989251011,3.2076415184,3.1466265981,3.1466265981,SAN,21209213
249,2003-12-30,3.2250743525,3.2425071869,3.1989251011,3.2163579353,SAN,25794726
250,2004-01-02,3.3383877758,3.3383877758,3.2250743525,3.2250743525,SAN,18928197
251,2004-01-05,3.3558206101,3.3558206101,3.3209549415,3.3383877758,SAN,21415092
252,2004-01-07,3.3209549415,3.3819698616000005,3.3209549415,3.3819698616000005,SAN,39722293
253,2004-01-08,3.3122385242,3.3558206101,3.2773728555,3.3558206101,SAN,34579733
254,2004-01-09,3.3383877758,3.3558206101,3.2337907697,3.3558206101,SAN,34190428
255,2004-01-12,3.3383877758,3.3383877758,3.2425071869,3.2686564383,SAN,25467480
256,2004-01-13,3.3122385242,3.3558206101,3.3122385242,3.3558206101,SAN,25720350
257,2004-01-14,3.2686564383,3.3209549415,3.2250743525,3.3122385242,SAN,28782539
258,2004-01-15,3.2250743525,3.251223604,3.2076415184,3.251223604,SAN,31647093
259,2004-01-16,3.2686564383,3.2860892727,3.2250743525,3.2425071869,SAN,28073709
260,2004-01-19,3.2250743525,3.3209549415,3.2076415184,3.2860892727,SAN,20869225
261,2004-01-20,3.1727758496,3.2250743525,3.1727758496,3.2250743525,SAN,35399683
262,2004-01-21,3.2076415184,3.2076415184,3.1727758496,3.1814922666000003,SAN,30201667
263,2004-01-22,3.3122385242,3.3209549415,3.2250743525,3.2425071869,SAN,34364658
264,2004-01-23,3.3122385242,3.3383877758,3.2773728555,3.3122385242,SAN,17497082
265,2004-01-26,3.2250743525,3.3296713586,3.2163579353,3.3296713586,SAN,38759464
266,2004-01-27,3.2250743525,3.3383877758,3.2250743525,3.2686564383,SAN,37054270
267,2004-01-28,3.3122385242,3.3122385242,3.2163579353,3.2163579353,SAN,24894494
268,2004-01-29,3.1902086839,3.2337907697,3.1902086839,3.2250743525,SAN,41807785
269,2004-01-30,3.1727758496,3.2163579353,3.1466265981,3.2076415184,SAN,41430661
270,2004-02-02,3.1902086839,3.1902086839,3.1466265981,3.1553430152,SAN,26727666
271,2004-02-03,3.1814922666000003,3.1902086839,3.1466265981,3.1814922666000003,SAN,27692291
272,2004-02-04,3.1466265981,3.1466265981,3.1379101808,3.1466265981,SAN,59955896
273,2004-02-05,3.1466265981,3.1727758496,3.1466265981,3.1466265981,SAN,27430616
274,2004-02-06,3.2076415184,3.2163579353,3.1466265981,3.1466265981,SAN,28233393
275,2004-02-09,3.2337907697,3.251223604,3.2250743525,3.2250743525,SAN,31937608
276,2004-02-10,3.2860892727,3.2860892727,3.2250743525,3.2250743525,SAN,50033515
277,2004-02-11,3.2686564383,3.2773728555,3.2250743525,3.2337907697,SAN,23829098
278,2004-02-12,3.2773728555,3.3122385242,3.2250743525,3.2686564383,SAN,20326883
279,2004-02-13,3.2250743525,3.2860892727,3.2076415184,3.2337907697,SAN,19424627
280,2004-02-16,3.2337907697,3.2337907697,3.2076415184,3.2163579353,SAN,9252719
281,2004-02-17,3.1902086839,3.2425071869,3.1727758496,3.2337907697,SAN,33881194
282,2004-02-18,3.2076415184,3.2250743525,3.1902086839,3.2076415184,SAN,25895475
283,2004-02-19,3.3122385242,3.3122385242,3.2076415184,3.2163579353,SAN,28044884
284,2004-02-20,3.2250743525,3.251223604,3.2076415184,3.2337907697,SAN,23571196
285,2004-02-23,3.2250743525,3.2425071869,3.2076415184,3.2250743525,SAN,11705840
286,2004-02-24,3.1902086839,3.2250743525,3.1466265981,3.2076415184,SAN,17803303
287,2004-02-25,3.1989251011,3.2250743525,3.1466265981,3.1902086839,SAN,19510517
288,2004-02-26,3.1727758496,3.2250743525,3.1466265981,3.2250743525,SAN,17754989
289,2004-02-27,3.2250743525,3.2250743525,3.1814922666000003,3.1902086839,SAN,29598865
290,2004-03-01,3.2076415184,3.2337907697,3.1902086839,3.2250743525,SAN,26104275
291,2004-03-02,3.2250743525,3.2250743525,3.1989251011,3.2250743525,SAN,18994965
292,2004-03-03,3.1466265981,3.2163579353,3.1466265981,3.2076415184,SAN,27063304
293,2004-03-04,3.2250743525,3.2250743525,3.1466265981,3.1727758496,SAN,21904774
294,2004-03-05,3.2250743525,3.2425071869,3.1727758496,3.2076415184,SAN,25780606
295,2004-03-08,3.2250743525,3.2250743525,3.2076415184,3.2163579353,SAN,14571987
296,2004-03-09,3.1727758496,3.2076415184,3.1466265981,3.1902086839,SAN,17303534
297,2004-03-10,3.1814922666000003,3.2076415184,3.1466265981,3.1466265981,SAN,22465680
298,2004-03-11,3.1466265981,3.1466265981,3.1291937637,3.1466265981,SAN,42595796
299,2004-03-12,3.1117609293,3.1204773465,2.9461490031,3.0245967576,SAN,41473613
300,2004-03-15,2.9374325859,3.0158803405000003,2.9287161687,2.9722982546,SAN,48877175
